IDCliente,Genero,Idoso,PossuiParceiro,PossuiDependentes,MesesDeServico,ServicoTelefonico,MultiplasLinhas,TipoInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaDigital,MetodoPagamento,CobrancaMensal,CobrancaTotal,Cancelou
5527-ACHSO,Feminino,0,Não,Não,11,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,ChequeCorreio,70.5,829.3,Não
5140-FOMCQ,Feminino,0,Sim,Não,59,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,109.15,6557.75,Não
0410-IPFTY,Feminino,0,Sim,Não,31,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,83.85,2674.15,Não
1333-PBMXB,Feminino,0,Sim,Sim,54,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,24.75,1342.15,Não
1915-OAKWD,Feminino,0,Não,Sim,16,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,19.3,360.35,Não
5707-ORNDZ,Masculino,1,Não,Não,9,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,54.55,494.05,Sim
7969-AULMZ,Feminino,0,Não,Não,21,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,97.35,2119.5,Sim
2700-LUEVA,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,CartaoCreditoAutomatico,20.75,20.75,Não
9099-FTUHS,Feminino,0,Não,Não,23,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,54.4,1249.25,Não
8699-ASUFO,Masculino,1,Sim,Não,7,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,74.4,527.9,Sim
7181-OQCUT,Masculino,0,Não,Não,21,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,ChequeCorreio,103.85,2215.0,Não
3096-YXENJ,Feminino,0,Sim,Não,65,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,107.65,7082.85,Não
2495-INZWQ,Masculino,0,Não,Não,4,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,44.55,174.3,Sim
2193-SFWQW,Masculino,0,Sim,Sim,72,Sim,Não,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,111.95,8033.1,Não
3908-MKIMJ,Masculino,1,Sim,Não,68,Não,SemServicoTelefonico,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Sim,ChequeEletronico,41.95,2965.75,Não
6736-DHUQI,Feminino,0,Sim,Sim,67,Sim,Não,FibraOptica,Sim,Sim,Sim,Não,Não,Não,Anual,Não,TransferenciaBancariaAutomatica,84.8,5598.3,Não
2868-MZAGQ,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,79.25,79.25,Sim
8905-IAZPF,Feminino,0,Sim,Não,69,Sim,Não,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,95.65,6744.2,Não
1215-FIGMP,Masculino,0,Não,Não,60,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,89.9,5450.7,Não
0772-GYEQQ,Masculino,0,Não,Não,3,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,ChequeCorreio,88.35,262.05,Sim
9995-HOTOH,Masculino,0,Sim,Sim,63,Não,SemServicoTelefonico,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,ChequeEletronico,59.0,3707.6,Não
7579-KKLOE,Masculino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeCorreio,91.25,6589.6,Não
3594-UVONA,Feminino,0,Não,Não,35,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,85.95,3110.1,Sim
6641-XRPSU,Feminino,0,Não,Não,34,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,70.0,2416.1,Sim
5707-ZMDJP,Masculino,0,Sim,Sim,53,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Bienal,Sim,ChequeCorreio,69.7,3729.6,Não
3307-TLCUD,Masculino,0,Sim,Não,17,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,ChequeCorreio,34.4,592.75,Não
4797-AXPXK,Feminino,0,Não,Sim,1,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,ChequeEletronico,60.0,60.0,Sim
4869-EPIUS,Masculino,0,Sim,Não,56,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Anual,Sim,ChequeEletronico,80.9,4557.5,Não
8563-IIOXK,Masculino,0,Sim,Sim,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Sim,ChequeEletronico,49.75,331.3,Sim
2773-OVBPK,Masculino,0,Sim,Não,67,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,111.3,7567.2,Não
1353-LJWEM,Masculino,0,Não,Não,11,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,ChequeEletronico,60.9,688.5,Não
5868-YTYKS,Masculino,0,Não,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,20.25,20.25,Não
8713-IGZSO,Masculino,0,Não,Não,2,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,24.85,62.0,Não
6050-FFXES,Feminino,0,Sim,Não,69,Sim,Sim,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,105.35,7240.65,Não
9300-RENDD,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,79.95,79.95,Sim
4183-MYFRB,Feminino,0,Não,Não,21,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,90.05,1862.9,Não
3339-EAQNV,Masculino,1,Sim,Não,72,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,97.25,7133.1,Não
2545-EBUPK,Feminino,1,Não,Não,2,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,84.05,186.05,Não
4990-ALDGW,Masculino,0,Não,Não,57,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,20.75,1118.8,Não
0970-ETWGE,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,89.55,89.55,Sim
3671-SHRSP,Masculino,0,Sim,Não,4,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,ChequeCorreio,80.6,319.15,Sim
2308-STERM,Feminino,0,Não,Não,2,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.4,61.05,Não
1219-NNDDO,Feminino,0,Não,Não,9,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,76.85,663.55,Não
3508-CFVZL,Feminino,0,Não,Não,71,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,ChequeCorreio,111.3,7985.9,Não
3387-PLKUI,Feminino,0,Sim,Sim,13,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,18.8,251.25,Não
9702-AIUJO,Masculino,0,Sim,Sim,50,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Anual,Sim,TransferenciaBancariaAutomatica,44.8,2230.85,Não
8337-UPOAQ,Masculino,1,Sim,Não,10,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,89.8,914.3,Sim
1728-CXQBE,Masculino,1,Sim,Não,64,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,94.25,6081.4,Não
5134-IKDAY,Feminino,0,Sim,Sim,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,69.8,69.8,Sim
9638-JIQYA,Masculino,0,Não,Não,2,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,24.9,49.7,Não
6647-ZEDXT,Feminino,0,Não,Não,30,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,CartaoCreditoAutomatico,110.45,3327.05,Não
1579-KLYDT,Masculino,0,Não,Não,7,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,ChequeEletronico,90.45,593.45,Sim
3985-HOYPM,Masculino,0,Não,Não,26,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,19.4,525.55,Não
6705-LNMDD,Masculino,0,Não,Não,20,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,ChequeCorreio,50.0,1003.05,Não
6917-FIJHC,Feminino,0,Sim,Não,72,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,26.0,1776.0,Não
4640-UHDOS,Feminino,0,Sim,Sim,13,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Não,ChequeEletronico,55.95,734.35,Sim
1414-YADCW,Masculino,0,Sim,Não,70,Sim,Não,FibraOptica,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,TransferenciaBancariaAutomatica,84.6,5706.2,Não
5960-MVTUK,Masculino,0,Não,Não,3,Não,SemServicoTelefonico,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,ChequeEletronico,29.75,96.85,Não
0637-KVDLV,Masculino,0,Não,Não,2,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,76.5,162.45,Sim
5451-YHYPW,Feminino,1,Sim,Não,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,115.75,8443.7,Não
5813-UECBU,Masculino,1,Não,Não,33,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,83.85,2716.3,Sim
9947-OTFQU,Masculino,1,Não,Não,15,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,74.4,1074.3,Sim
1816-FLZDK,Masculino,0,Não,Não,1,Não,SemServicoTelefonico,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,ChequeCorreio,29.15,29.15,Não
3005-NFMTA,Masculino,1,Não,Não,55,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,98.8,5617.75,Sim
4710-NKCAW,Masculino,0,Sim,Sim,5,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,CartaoCreditoAutomatico,64.4,316.9,Não
4290-BSXUX,Masculino,0,Sim,Não,3,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,79.65,251.75,Sim
6266-QHOJZ,Feminino,0,Não,Não,65,Sim,Sim,FibraOptica,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,ChequeEletronico,89.85,5844.65,Não
6047-SUHPR,Masculino,0,Sim,Sim,39,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,ChequeEletronico,59.8,2343.85,Não
6010-DDPPW,Masculino,0,Sim,Não,70,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,25.15,1940.85,Não
4374-YMUSQ,Masculino,0,Não,Não,34,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,CartaoCreditoAutomatico,116.25,3899.05,Não
1958-RNRKS,Masculino,0,Sim,Não,30,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,49.9,1441.95,Não
7176-WIONM,Feminino,0,Sim,Não,12,Não,SemServicoTelefonico,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,49.85,617.15,Não
9483-GCPWE,Masculino,0,Não,Sim,9,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,20.1,190.25,Não
1264-FUHCX,Feminino,0,Sim,Não,49,Não,SemServicoTelefonico,DSL,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,56.3,2780.6,Não
8887-IPQNC,Feminino,0,Sim,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,44.25,313.45,Não
2921-XWDJH,Feminino,1,Sim,Não,38,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,83.45,3147.15,Não
5574-NXZIU,Masculino,0,Não,Não,63,Sim,Não,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,CartaoCreditoAutomatico,109.2,7049.75,Não
8644-XLFBW,Masculino,1,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,71.65,71.65,Sim
4811-JBUVU,Masculino,0,Não,Não,30,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,CartaoCreditoAutomatico,89.9,2723.15,Não
8970-ANWXO,Feminino,0,Não,Não,23,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,ChequeCorreio,73.75,1756.6,Não
0602-DDUML,Feminino,0,Não,Não,57,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,ChequeCorreio,69.75,3894.4,Não
5671-RQRLP,Feminino,1,Sim,Não,70,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Bienal,Sim,CartaoCreditoAutomatico,75.65,5411.4,Não
9959-WOFKT,Masculino,0,Não,Sim,71,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,106.7,7382.25,Não
1208-NBVFH,Masculino,0,Sim,Sim,20,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,ChequeEletronico,49.6,939.8,Não
6976-BWGLQ,Feminino,0,Sim,Sim,72,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,25.2,1787.35,Não
2178-PMGCJ,Masculino,0,Não,Não,22,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,69.7,1490.4,Não
7610-TVOPG,Masculino,0,Não,Não,15,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeEletronico,26.35,378.6,Não
7240-ETPTR,Feminino,0,Sim,Não,9,Não,SemServicoTelefonico,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,48.75,442.2,Sim
6518-LGAOV,Feminino,0,Sim,Não,38,Sim,Sim,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,105.0,4026.4,Sim
2826-DXLQO,Masculino,1,Sim,Não,7,Não,SemServicoTelefonico,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,29.8,220.45,Não
5949-HGVJL,Feminino,0,Sim,Não,26,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,73.05,1959.5,Não
3489-VSFRD,Feminino,0,Não,Não,56,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,CartaoCreditoAutomatico,60.25,3282.75,Não
2812-REYAT,Feminino,0,Sim,Não,49,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,20.05,923.1,Não
9633-XQABV,Feminino,0,Não,Não,3,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,70.25,229.7,Não
4102-OQUPX,Masculino,1,Sim,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,74.4,74.4,Sim
2900-PHPLN,Feminino,1,Sim,Não,70,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,19.55,1462.05,Não
9894-QMIMJ,Feminino,0,Não,Não,23,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Anual,Não,TransferenciaBancariaAutomatica,55.8,1327.85,Não
7596-ZYWBB,Feminino,0,Não,Não,65,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,ChequeCorreio,59.6,3739.8,Não
5440-FLBQG,Masculino,1,Sim,Não,69,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,108.4,7318.2,Sim
3063-QFSZL,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,55.4,55.4,Sim
4873-ILOLJ,Masculino,0,Não,Não,24,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,90.35,2238.5,Sim
3003-CMDUU,Feminino,0,Sim,Não,25,Sim,Não,FibraOptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,95.15,2395.7,Não
7279-NMVJC,Feminino,0,Não,Não,17,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,TransferenciaBancariaAutomatica,19.9,323.15,Não
6478-HRRCZ,Masculino,0,Sim,Não,32,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Anual,Não,ChequeCorreio,70.5,2201.75,Não
3678-MNGZX,Masculino,0,Sim,Sim,68,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,19.95,1377.7,Não
5902-WBLSE,Feminino,0,Sim,Sim,70,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,20.15,1411.2,Não
7722-CVFXN,Masculino,0,Sim,Sim,54,Sim,Sim,FibraOptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,ChequeEletronico,105.2,5637.85,Não
2223-KAGMX,Feminino,0,Não,Não,15,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,TransferenciaBancariaAutomatica,19.4,289.3,Sim
9803-FTJCG,Masculino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,CartaoCreditoAutomatico,66.85,4748.7,Não
6060-QBMGV,Masculino,0,Sim,Não,70,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,19.85,1433.8,Não
2858-EIMXH,Feminino,1,Sim,Não,53,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,95.85,5016.25,Não
4741-WWJQZ,Feminino,0,Sim,Não,2,Sim,Não,FibraOptica,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,ChequeEletronico,80.15,194.55,Não
9845-PEEKO,Feminino,1,Não,Não,59,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Não,Não,Bienal,Sim,CartaoCreditoAutomatico,79.2,4590.35,Não
9167-APMXZ,Feminino,0,Não,Não,22,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,84.15,1821.95,Não
9800-ONTFE,Feminino,0,Sim,Sim,22,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,75.8,1615.1,Não
3621-CHYVB,Feminino,0,Sim,Não,57,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,49.9,2782.4,Não
3177-LASXD,Feminino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,71.35,71.35,Sim
1465-VINDH,Feminino,0,Sim,Sim,10,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,102.1,1068.85,Sim
2055-SIFSS,Feminino,1,Sim,Não,55,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,51.65,2838.55,Não
0804-YGEQV,Feminino,0,Sim,Sim,43,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,24.45,993.15,Não
3346-BRMIS,Feminino,1,Sim,Não,18,Não,SemServicoTelefonico,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,48.35,810.7,Sim
3130-ICDUP,Feminino,0,Não,Sim,2,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,CartaoCreditoAutomatico,80.55,188.1,Não
0732-OCQOC,Feminino,0,Sim,Sim,52,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,25.05,1270.25,Não
4012-YCFAI,Masculino,0,Sim,Não,60,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,ChequeCorreio,61.35,3766.2,Não
7346-MEDWM,Feminino,0,Não,Não,59,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,ChequeEletronico,83.25,4949.1,Não
7036-TYDEC,Feminino,0,Não,Não,69,Sim,Sim,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,ChequeEletronico,104.0,7028.5,Não
6615-NGGZJ,Masculino,0,Não,Não,14,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,100.55,1415.55,Sim
3441-CGZJH,Feminino,0,Sim,Sim,43,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,60.4,2640.55,Não
0208-BPQEJ,Feminino,0,Sim,Sim,12,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,TransferenciaBancariaAutomatica,19.4,198.1,Não
2229-DPMBI,Feminino,0,Sim,Sim,8,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,19.5,162.15,Não
7159-FVYPK,Feminino,0,Sim,Sim,3,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,69.15,235.0,Não
7544-ZVIKX,Masculino,0,Sim,Sim,58,Sim,Sim,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,TransferenciaBancariaAutomatica,105.05,6004.85,Não
6366-XIVKZ,Feminino,0,Sim,Sim,13,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,ChequeCorreio,63.15,816.8,Não
7137-NAXML,Masculino,0,Não,Não,23,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,TransferenciaBancariaAutomatica,20.15,405.6,Não
7126-RBHSD,Feminino,0,Sim,Não,17,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,78.9,1348.95,Não
1428-IEDPR,Masculino,0,Não,Não,52,Sim,Sim,FibraOptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeEletronico,109.3,5731.4,Não
9465-RWMXL,Masculino,0,Sim,Não,32,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,ChequeEletronico,78.9,2447.95,Sim
2908-ZTPNF,Feminino,0,Não,Não,36,Não,SemServicoTelefonico,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,34.85,1267.2,Não
4176-RELJR,Masculino,1,Não,Não,67,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,25.1,1672.15,Não
3001-UNBTL,Masculino,1,Sim,Sim,29,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,103.95,2964.8,Não
6067-NGCEU,Feminino,0,Não,Não,65,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,111.05,7107.0,Não
2479-BRAMR,Masculino,1,Sim,Não,41,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,83.75,3273.55,Sim
